title,url,time_published,overall_sentiment_score,overall_sentiment_label,relevance_score,topic_Earnings_relevance,topic_Earnings_sentiment_label,topic_Technology_relevance,topic_Technology_sentiment_label,topic_Manufacturing_relevance,topic_Manufacturing_sentiment_label,ticker,ticker_sentiment_score,ticker_sentiment_label,ticker_relevance_score,topic_Financial Markets_relevance,topic_Financial Markets_sentiment_label,topic_Economy - Monetary_relevance,topic_Economy - Monetary_sentiment_label,topic_Finance_relevance,topic_Finance_sentiment_label,topic_Economy - Fiscal_relevance,topic_Economy - Fiscal_sentiment_label,topic_Economy - Macro_relevance,topic_Economy - Macro_sentiment_label,topic_Energy & Transportation_relevance,topic_Energy & Transportation_sentiment_label,topic_Retail & Wholesale_relevance,topic_Retail & Wholesale_sentiment_label,topic_Life Sciences_relevance,topic_Life Sciences_sentiment_label,topic_Real Estate & Construction_relevance,topic_Real Estate & Construction_sentiment_label
Should You Buy Berkshire Hathaway Stock Before Jan. 30?,https://www.fool.com/investing/2025/01/27/should-you-buy-berkshire-hathaway-stock-before-jan/,20250127T104100,0.30084,Somewhat-Bullish,,0.714479,Bullish,0.5,Bullish,,,AAPL,0.375061,Bullish,0.666827,0.999922,Bullish,,,0.5,Bullish,,,,,,,,,,,,
Should You Buy Berkshire Hathaway Stock Before Jan. 30?,https://www.fool.com/investing/2025/01/27/should-you-buy-berkshire-hathaway-stock-before-jan/,20250127T104100,0.30084,Somewhat-Bullish,,0.714479,Bullish,0.5,Bullish,,,BRK-A,0.386885,Bullish,0.419733,0.999922,Bullish,,,0.5,Bullish,,,,,,,,,,,,
Meet the Stock Warren Buffett Has the Utmost Confidence In -- He's Been a Buyer for 24 of the Last 25 Quarters,https://www.fool.com/investing/2025/01/27/meet-stock-warren-buffett-has-utmost-confidence-in/,20250127T095100,0.296688,Somewhat-Bullish,,0.744043,Bullish,0.5,Bullish,,,AXP,0.271605,Somewhat-Bullish,0.156461,1.0,Bullish,,,0.5,Bullish,,,,,,,,,,,,
Meet the Stock Warren Buffett Has the Utmost Confidence In -- He's Been a Buyer for 24 of the Last 25 Quarters,https://www.fool.com/investing/2025/01/27/meet-stock-warren-buffett-has-utmost-confidence-in/,20250127T095100,0.296688,Somewhat-Bullish,,0.744043,Bullish,0.5,Bullish,,,AAPL,0.133703,Neutral,0.23281,1.0,Bullish,,,0.5,Bullish,,,,,,,,,,,,
Meet the Stock Warren Buffett Has the Utmost Confidence In -- He's Been a Buyer for 24 of the Last 25 Quarters,https://www.fool.com/investing/2025/01/27/meet-stock-warren-buffett-has-utmost-confidence-in/,20250127T095100,0.296688,Somewhat-Bullish,,0.744043,Bullish,0.5,Bullish,,,BAC,0.084271,Neutral,0.156461,1.0,Bullish,,,0.5,Bullish,,,,,,,,,,,,
Meet the Stock Warren Buffett Has the Utmost Confidence In -- He's Been a Buyer for 24 of the Last 25 Quarters,https://www.fool.com/investing/2025/01/27/meet-stock-warren-buffett-has-utmost-confidence-in/,20250127T095100,0.296688,Somewhat-Bullish,,0.744043,Bullish,0.5,Bullish,,,BRK-A,0.151016,Somewhat-Bullish,0.194868,1.0,Bullish,,,0.5,Bullish,,,,,,,,,,,,
Apple's iPad Turns 15 Today: Here's A Throwback To When Steve Jobs Explained Called It The 'Third Category' After Phones And Notebooks - Apple  ( NASDAQ:AAPL ) ,https://www.benzinga.com/tech/25/01/43221770/apples-ipad-turns-15-today-heres-a-throwback-to-when-steve-jobs-explained-called-it-the-third-category-after,20250127T092645,0.266552,Somewhat-Bullish,,0.538269,Bullish,0.5,Bullish,0.5,Bullish,NVDA,0.27776,Somewhat-Bullish,0.074692,0.413559,Bullish,,,,,,,,,,,,,,,,
Apple's iPad Turns 15 Today: Here's A Throwback To When Steve Jobs Explained Called It The 'Third Category' After Phones And Notebooks - Apple  ( NASDAQ:AAPL ) ,https://www.benzinga.com/tech/25/01/43221770/apples-ipad-turns-15-today-heres-a-throwback-to-when-steve-jobs-explained-called-it-the-third-category-after,20250127T092645,0.266552,Somewhat-Bullish,,0.538269,Bullish,0.5,Bullish,0.5,Bullish,AAPL,0.205331,Somewhat-Bullish,0.360752,0.413559,Bullish,,,,,,,,,,,,,,,,
2 Vanguard ETFs to Buy With $500 and Hold Forever,https://www.fool.com/investing/2025/01/27/2-vanguard-etfs-to-buy-with-500-and-hold-forever/,20250127T090500,0.40774,Bullish,,,,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,MSFT,0.114821,Neutral,0.054857,1.0,Bullish,,,0.333333,Somewhat-Bullish,,,,,,,,,,,,
2 Vanguard ETFs to Buy With $500 and Hold Forever,https://www.fool.com/investing/2025/01/27/2-vanguard-etfs-to-buy-with-500-and-hold-forever/,20250127T090500,0.40774,Bullish,,,,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,NVDA,0.114821,Neutral,0.054857,1.0,Bullish,,,0.333333,Somewhat-Bullish,,,,,,,,,,,,
2 Vanguard ETFs to Buy With $500 and Hold Forever,https://www.fool.com/investing/2025/01/27/2-vanguard-etfs-to-buy-with-500-and-hold-forever/,20250127T090500,0.40774,Bullish,,,,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,AAPL,0.114821,Neutral,0.054857,1.0,Bullish,,,0.333333,Somewhat-Bullish,,,,,,,,,,,,
2 Vanguard ETFs to Buy With $500 and Hold Forever,https://www.fool.com/investing/2025/01/27/2-vanguard-etfs-to-buy-with-500-and-hold-forever/,20250127T090500,0.40774,Bullish,,,,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,AVGO,0.065831,Neutral,0.054857,1.0,Bullish,,,0.333333,Somewhat-Bullish,,,,,,,,,,,,
2 Vanguard ETFs to Buy With $500 and Hold Forever,https://www.fool.com/investing/2025/01/27/2-vanguard-etfs-to-buy-with-500-and-hold-forever/,20250127T090500,0.40774,Bullish,,,,0.333333,Somewhat-Bullish,0.333333,Somewhat-Bullish,UNH,0.065831,Neutral,0.054857,1.0,Bullish,,,0.333333,Somewhat-Bullish,,,,,,,,,,,,
"Music Production Software Market to Grow by USD 432.8 Million  ( 2025-2029 ) , Driven by Rising Musicians and Artists, Report Highlights AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/01/n43221554/music-production-software-market-to-grow-by-usd-432-8-million-2025-2029-driven-by-rising-musicians,20250127T084200,0.363151,Bullish,,0.108179,Neutral,1.0,Bullish,,,ADBE,0.04044,Neutral,0.022452,,,,,,,,,,,,,,,,,,
"Music Production Software Market to Grow by USD 432.8 Million  ( 2025-2029 ) , Driven by Rising Musicians and Artists, Report Highlights AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/01/n43221554/music-production-software-market-to-grow-by-usd-432-8-million-2025-2029-driven-by-rising-musicians,20250127T084200,0.363151,Bullish,,0.108179,Neutral,1.0,Bullish,,,AAPL,0.04044,Neutral,0.022452,,,,,,,,,,,,,,,,,,
"Music Production Software Market to Grow by USD 432.8 Million  ( 2025-2029 ) , Driven by Rising Musicians and Artists, Report Highlights AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/01/n43221554/music-production-software-market-to-grow-by-usd-432-8-million-2025-2029-driven-by-rising-musicians,20250127T084200,0.363151,Bullish,,0.108179,Neutral,1.0,Bullish,,,SONG,0.166496,Somewhat-Bullish,0.022452,,,,,,,,,,,,,,,,,,
"Music Production Software Market to Grow by USD 432.8 Million  ( 2025-2029 ) , Driven by Rising Musicians and Artists, Report Highlights AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/01/n43221554/music-production-software-market-to-grow-by-usd-432-8-million-2025-2029-driven-by-rising-musicians,20250127T084200,0.363151,Bullish,,0.108179,Neutral,1.0,Bullish,,,YAMCF,0.04044,Neutral,0.022452,,,,,,,,,,,,,,,,,,
"iOS 18.4 Preview: Updates To Siri, More Languages For Apple Intelligence, And Robot Vacuum Support - Everything We Know So Far - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/tech/25/01/43221500/ios-18-4-preview-updates-to-siri-more-languages-for-apple-intelligence-and-robot-vacuum-support-everything-w,20250127T083303,0.26771,Somewhat-Bullish,,,,1.0,Bullish,,,MSFT,0.041619,Neutral,0.092927,,,,,,,,,,,,,,,,,,
"iOS 18.4 Preview: Updates To Siri, More Languages For Apple Intelligence, And Robot Vacuum Support - Everything We Know So Far - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/tech/25/01/43221500/ios-18-4-preview-updates-to-siri-more-languages-for-apple-intelligence-and-robot-vacuum-support-everything-w,20250127T083303,0.26771,Somewhat-Bullish,,,,1.0,Bullish,,,GOOG,0.058103,Neutral,0.184598,,,,,,,,,,,,,,,,,,
"iOS 18.4 Preview: Updates To Siri, More Languages For Apple Intelligence, And Robot Vacuum Support - Everything We Know So Far - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/tech/25/01/43221500/ios-18-4-preview-updates-to-siri-more-languages-for-apple-intelligence-and-robot-vacuum-support-everything-w,20250127T083303,0.26771,Somewhat-Bullish,,,,1.0,Bullish,,,AAPL,0.440818,Bullish,0.70655,,,,,,,,,,,,,,,,,,
"Television Market to Grow by USD 73.1 Billion  ( 2025-2029 ) , Driven by Innovation and Premiumization, Report Highlights AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/01/n43221488/television-market-to-grow-by-usd-73-1-billion-2025-2029-driven-by-innovation-and-premiumization-re,20250127T083100,0.218132,Somewhat-Bullish,,,,1.0,Bullish,,,NFLX,-0.023098,Neutral,0.023673,0.614606,Bullish,,,,,,,,,,,,,,,,
"Television Market to Grow by USD 73.1 Billion  ( 2025-2029 ) , Driven by Innovation and Premiumization, Report Highlights AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/01/n43221488/television-market-to-grow-by-usd-73-1-billion-2025-2029-driven-by-innovation-and-premiumization-re,20250127T083100,0.218132,Somewhat-Bullish,,,,1.0,Bullish,,,SHCAF,0.0,Neutral,0.023673,0.614606,Bullish,,,,,,,,,,,,,,,,
"Television Market to Grow by USD 73.1 Billion  ( 2025-2029 ) , Driven by Innovation and Premiumization, Report Highlights AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/01/n43221488/television-market-to-grow-by-usd-73-1-billion-2025-2029-driven-by-innovation-and-premiumization-re,20250127T083100,0.218132,Somewhat-Bullish,,,,1.0,Bullish,,,SNEJF,0.03565,Neutral,0.047324,0.614606,Bullish,,,,,,,,,,,,,,,,
"Television Market to Grow by USD 73.1 Billion  ( 2025-2029 ) , Driven by Innovation and Premiumization, Report Highlights AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/01/n43221488/television-market-to-grow-by-usd-73-1-billion-2025-2029-driven-by-innovation-and-premiumization-re,20250127T083100,0.218132,Somewhat-Bullish,,,,1.0,Bullish,,,SSNLF,0.03565,Neutral,0.047324,0.614606,Bullish,,,,,,,,,,,,,,,,
"Television Market to Grow by USD 73.1 Billion  ( 2025-2029 ) , Driven by Innovation and Premiumization, Report Highlights AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/01/n43221488/television-market-to-grow-by-usd-73-1-billion-2025-2029-driven-by-innovation-and-premiumization-re,20250127T083100,0.218132,Somewhat-Bullish,,,,1.0,Bullish,,,AAPL,0.0,Neutral,0.023673,0.614606,Bullish,,,,,,,,,,,,,,,,
"Television Market to Grow by USD 73.1 Billion  ( 2025-2029 ) , Driven by Innovation and Premiumization, Report Highlights AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/01/n43221488/television-market-to-grow-by-usd-73-1-billion-2025-2029-driven-by-innovation-and-premiumization-re,20250127T083100,0.218132,Somewhat-Bullish,,,,1.0,Bullish,,,SWDHF,0.0,Neutral,0.023673,0.614606,Bullish,,,,,,,,,,,,,,,,
"Television Market to Grow by USD 73.1 Billion  ( 2025-2029 ) , Driven by Innovation and Premiumization, Report Highlights AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/01/n43221488/television-market-to-grow-by-usd-73-1-billion-2025-2029-driven-by-innovation-and-premiumization-re,20250127T083100,0.218132,Somewhat-Bullish,,,,1.0,Bullish,,,PCRFF,0.0,Neutral,0.023673,0.614606,Bullish,,,,,,,,,,,,,,,,
"Television Market to Grow by USD 73.1 Billion  ( 2025-2029 ) , Driven by Innovation and Premiumization, Report Highlights AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/01/n43221488/television-market-to-grow-by-usd-73-1-billion-2025-2029-driven-by-innovation-and-premiumization-re,20250127T083100,0.218132,Somewhat-Bullish,,,,1.0,Bullish,,,XIACY,0.0,Neutral,0.023673,0.614606,Bullish,,,,,,,,,,,,,,,,
"Television Market to Grow by USD 73.1 Billion  ( 2025-2029 ) , Driven by Innovation and Premiumization, Report Highlights AI Impact on Market Trends - Technavio",https://www.benzinga.com/pressreleases/25/01/n43221488/television-market-to-grow-by-usd-73-1-billion-2025-2029-driven-by-innovation-and-premiumization-re,20250127T083100,0.218132,Somewhat-Bullish,,,,1.0,Bullish,,,HSHCY,0.0,Neutral,0.023673,0.614606,Bullish,,,,,,,,,,,,,,,,
"Despite Peter Thiel Ties, JD Vance Warns Of Big Tech Billionaires' Excessive Clout: They've Got 'Too Much Power' - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/media/25/01/43220499/despite-peter-thiel-ties-jd-vance-warns-of-big-tech-billionaires-excessive-clout-theyve-got-too-much-power,20250127T054542,0.23678,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,PYPL,-0.136409,Neutral,0.127456,0.360215,Bullish,,,,,,,,,,,,,,,,
"Despite Peter Thiel Ties, JD Vance Warns Of Big Tech Billionaires' Excessive Clout: They've Got 'Too Much Power' - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/media/25/01/43220499/despite-peter-thiel-ties-jd-vance-warns-of-big-tech-billionaires-excessive-clout-theyve-got-too-much-power,20250127T054542,0.23678,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,META,0.0,Neutral,0.25168,0.360215,Bullish,,,,,,,,,,,,,,,,
"Despite Peter Thiel Ties, JD Vance Warns Of Big Tech Billionaires' Excessive Clout: They've Got 'Too Much Power' - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/media/25/01/43220499/despite-peter-thiel-ties-jd-vance-warns-of-big-tech-billionaires-excessive-clout-theyve-got-too-much-power,20250127T054542,0.23678,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,AAPL,0.0,Neutral,0.25168,0.360215,Bullish,,,,,,,,,,,,,,,,
"Despite Peter Thiel Ties, JD Vance Warns Of Big Tech Billionaires' Excessive Clout: They've Got 'Too Much Power' - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",https://www.benzinga.com/media/25/01/43220499/despite-peter-thiel-ties-jd-vance-warns-of-big-tech-billionaires-excessive-clout-theyve-got-too-much-power,20250127T054542,0.23678,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,TSLA,0.0,Neutral,0.25168,0.360215,Bullish,,,,,,,,,,,,,,,,
Apple AirPods With Cameras? Rumors Persist About Next-Gen Features - Apple  ( NASDAQ:AAPL ) ,https://www.benzinga.com/tech/25/01/43220055/apple-airpods-with-cameras-rumors-persist-about-next-gen-features,20250127T024611,0.135029,Neutral,,,,1.0,Bullish,,,AAPL,0.027604,Neutral,0.56296,0.161647,Somewhat-Bullish,,,,,,,,,,,,,,,,
"Apple's Augmented Reality Gamble Faces Challenges As Rivals Surge Ahead In AI and Design - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/tech/25/01/43219433/apples-augmented-reality-gamble-faces-challenges-as-rivals-surge-ahead-in-ai-and-design,20250126T212020,0.307061,Somewhat-Bullish,,0.451494,Bullish,1.0,Bullish,,,SSNLF,0.307697,Somewhat-Bullish,0.370418,,,,,,,,,,,,,,,,,,
"Apple's Augmented Reality Gamble Faces Challenges As Rivals Surge Ahead In AI and Design - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/tech/25/01/43219433/apples-augmented-reality-gamble-faces-challenges-as-rivals-surge-ahead-in-ai-and-design,20250126T212020,0.307061,Somewhat-Bullish,,0.451494,Bullish,1.0,Bullish,,,GOOG,0.261851,Somewhat-Bullish,0.300394,,,,,,,,,,,,,,,,,,
"Apple's Augmented Reality Gamble Faces Challenges As Rivals Surge Ahead In AI and Design - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/tech/25/01/43219433/apples-augmented-reality-gamble-faces-challenges-as-rivals-surge-ahead-in-ai-and-design,20250126T212020,0.307061,Somewhat-Bullish,,0.451494,Bullish,1.0,Bullish,,,META,0.228808,Somewhat-Bullish,0.152983,,,,,,,,,,,,,,,,,,
"Apple's Augmented Reality Gamble Faces Challenges As Rivals Surge Ahead In AI and Design - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/tech/25/01/43219433/apples-augmented-reality-gamble-faces-challenges-as-rivals-surge-ahead-in-ai-and-design,20250126T212020,0.307061,Somewhat-Bullish,,0.451494,Bullish,1.0,Bullish,,,AAPL,0.374061,Bullish,0.55971,,,,,,,,,,,,,,,,,,
"Elon Musk Questions Stargate Funding, Sam Altman's Flip Flop On Trump, OpenAI's Operator: This Week In AI - Rigetti Computing  ( NASDAQ:RGTI ) ",https://www.benzinga.com/25/01/43218411/elon-musk-questions-stargate-funding-sam-altmans-flip-flop-on-trump-openais-operator-this-week-in-ai,20250126T140042,0.351837,Bullish,,,,0.5,Bullish,0.5,Bullish,NVDA,0.095265,Neutral,0.09439,0.161647,Somewhat-Bullish,,,,,,,,,,,,,,,,
"Elon Musk Questions Stargate Funding, Sam Altman's Flip Flop On Trump, OpenAI's Operator: This Week In AI - Rigetti Computing  ( NASDAQ:RGTI ) ",https://www.benzinga.com/25/01/43218411/elon-musk-questions-stargate-funding-sam-altmans-flip-flop-on-trump-openais-operator-this-week-in-ai,20250126T140042,0.351837,Bullish,,,,0.5,Bullish,0.5,Bullish,ORCL,0.095265,Neutral,0.09439,0.161647,Somewhat-Bullish,,,,,,,,,,,,,,,,
"Elon Musk Questions Stargate Funding, Sam Altman's Flip Flop On Trump, OpenAI's Operator: This Week In AI - Rigetti Computing  ( NASDAQ:RGTI ) ",https://www.benzinga.com/25/01/43218411/elon-musk-questions-stargate-funding-sam-altmans-flip-flop-on-trump-openais-operator-this-week-in-ai,20250126T140042,0.351837,Bullish,,,,0.5,Bullish,0.5,Bullish,AAPL,0.437902,Bullish,0.36472,0.161647,Somewhat-Bullish,,,,,,,,,,,,,,,,
"Elon Musk Questions Stargate Funding, Sam Altman's Flip Flop On Trump, OpenAI's Operator: This Week In AI - Rigetti Computing  ( NASDAQ:RGTI ) ",https://www.benzinga.com/25/01/43218411/elon-musk-questions-stargate-funding-sam-altmans-flip-flop-on-trump-openais-operator-this-week-in-ai,20250126T140042,0.351837,Bullish,,,,0.5,Bullish,0.5,Bullish,TSLA,0.167822,Somewhat-Bullish,0.09439,0.161647,Somewhat-Bullish,,,,,,,,,,,,,,,,
"Elon Musk Questions Stargate Funding, Sam Altman's Flip Flop On Trump, OpenAI's Operator: This Week In AI - Rigetti Computing  ( NASDAQ:RGTI ) ",https://www.benzinga.com/25/01/43218411/elon-musk-questions-stargate-funding-sam-altmans-flip-flop-on-trump-openais-operator-this-week-in-ai,20250126T140042,0.351837,Bullish,,,,0.5,Bullish,0.5,Bullish,RGTI,0.17051,Somewhat-Bullish,0.277958,0.161647,Somewhat-Bullish,,,,,,,,,,,,,,,,
"Elon Musk Questions Stargate Funding, Sam Altman's Flip Flop On Trump, OpenAI's Operator: This Week In AI - Rigetti Computing  ( NASDAQ:RGTI ) ",https://www.benzinga.com/25/01/43218411/elon-musk-questions-stargate-funding-sam-altmans-flip-flop-on-trump-openais-operator-this-week-in-ai,20250126T140042,0.351837,Bullish,,,,0.5,Bullish,0.5,Bullish,SFTBF,0.185331,Somewhat-Bullish,0.187463,0.161647,Somewhat-Bullish,,,,,,,,,,,,,,,,
Warren Buffett Has $69.9 Billion Invested in This Dividend-Paying Stock. Is It a Buy Now?,https://www.fool.com/investing/2025/01/26/warren-buffett-has-699-billion-invested-in-this-di/,20250126T134400,0.161897,Somewhat-Bullish,,0.967321,Bullish,0.5,Bullish,,,AAPL,0.320873,Somewhat-Bullish,0.63878,0.999997,Bullish,,,0.5,Bullish,,,,,,,,,,,,
Warren Buffett Has $69.9 Billion Invested in This Dividend-Paying Stock. Is It a Buy Now?,https://www.fool.com/investing/2025/01/26/warren-buffett-has-699-billion-invested-in-this-di/,20250126T134400,0.161897,Somewhat-Bullish,,0.967321,Bullish,0.5,Bullish,,,BRK-A,0.160928,Somewhat-Bullish,0.103778,0.999997,Bullish,,,0.5,Bullish,,,,,,,,,,,,
"Apple's Rough Start To 2025, Stock Woes, AI Shakeups, And More: This Week In Appleverse - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/25/01/43218087/apples-rough-start-to-2025-stock-woes-ai-shakeups-and-more-this-week-in-appleverse,20250126T120043,0.072931,Neutral,,,,1.0,Bullish,,,AAPL,0.011209,Neutral,0.651499,0.161647,Somewhat-Bullish,,,,,,,,,,,,,,,,
Is This Simple Index Fund a Millionaire Maker?,https://www.fool.com/investing/2025/01/26/is-this-simple-index-fund-a-millionaire-maker/,20250126T115100,0.217492,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,MSFT,0.062348,Neutral,0.100099,0.999986,Bullish,,,,,,,,,,,,,,,,
Is This Simple Index Fund a Millionaire Maker?,https://www.fool.com/investing/2025/01/26/is-this-simple-index-fund-a-millionaire-maker/,20250126T115100,0.217492,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,NVDA,0.062348,Neutral,0.100099,0.999986,Bullish,,,,,,,,,,,,,,,,
Is This Simple Index Fund a Millionaire Maker?,https://www.fool.com/investing/2025/01/26/is-this-simple-index-fund-a-millionaire-maker/,20250126T115100,0.217492,Somewhat-Bullish,,,,0.5,Bullish,0.5,Bullish,AAPL,0.062348,Neutral,0.100099,0.999986,Bullish,,,,,,,,,,,,,,,,
Apple Receives Rare Underperform Rating from Wall Street Analyst. Is It Time to Sell the Stock?,https://www.fool.com/investing/2025/01/25/apple-receives-rare-underperform-rating-from-wall/,20250125T233200,0.124178,Neutral,,1.0,Bullish,1.0,Bullish,,,GOOG,0.06699,Neutral,0.049424,0.266143,Somewhat-Bullish,,,,,,,,,,,,,,,,
Apple Receives Rare Underperform Rating from Wall Street Analyst. Is It Time to Sell the Stock?,https://www.fool.com/investing/2025/01/25/apple-receives-rare-underperform-rating-from-wall/,20250125T233200,0.124178,Neutral,,1.0,Bullish,1.0,Bullish,,,AAPL,0.168119,Somewhat-Bullish,0.707988,0.266143,Somewhat-Bullish,,,,,,,,,,,,,,,,
"Consumer Tech News  ( Jan 20-Jan 24 ) : Trump Revokes Biden's AI Policies, Meta Launches New 'Edits' App To Lure TikTok Users & More - Apple  ( NASDAQ:AAPL ) , Electronic Arts  ( NASDAQ:EA ) ",https://www.benzinga.com/news/large-cap/25/01/43216486/consumer-tech-news-jan-20-jan-24-trump-revokes-bidens-ai-policies-meta-launches-new-edits-app-to-l,20250125T160048,0.199509,Somewhat-Bullish,,0.360215,Bullish,0.5,Bullish,0.5,Bullish,MSFT,0.002114,Neutral,0.267804,,,,,,,,,,,,,,,,,,
"Consumer Tech News  ( Jan 20-Jan 24 ) : Trump Revokes Biden's AI Policies, Meta Launches New 'Edits' App To Lure TikTok Users & More - Apple  ( NASDAQ:AAPL ) , Electronic Arts  ( NASDAQ:EA ) ",https://www.benzinga.com/news/large-cap/25/01/43216486/consumer-tech-news-jan-20-jan-24-trump-revokes-bidens-ai-policies-meta-launches-new-edits-app-to-l,20250125T160048,0.199509,Somewhat-Bullish,,0.360215,Bullish,0.5,Bullish,0.5,Bullish,SSNLF,0.0,Neutral,0.18046,,,,,,,,,,,,,,,,,,
"Consumer Tech News  ( Jan 20-Jan 24 ) : Trump Revokes Biden's AI Policies, Meta Launches New 'Edits' App To Lure TikTok Users & More - Apple  ( NASDAQ:AAPL ) , Electronic Arts  ( NASDAQ:EA ) ",https://www.benzinga.com/news/large-cap/25/01/43216486/consumer-tech-news-jan-20-jan-24-trump-revokes-bidens-ai-policies-meta-launches-new-edits-app-to-l,20250125T160048,0.199509,Somewhat-Bullish,,0.360215,Bullish,0.5,Bullish,0.5,Bullish,GOOG,0.0,Neutral,0.18046,,,,,,,,,,,,,,,,,,
"Consumer Tech News  ( Jan 20-Jan 24 ) : Trump Revokes Biden's AI Policies, Meta Launches New 'Edits' App To Lure TikTok Users & More - Apple  ( NASDAQ:AAPL ) , Electronic Arts  ( NASDAQ:EA ) ",https://www.benzinga.com/news/large-cap/25/01/43216486/consumer-tech-news-jan-20-jan-24-trump-revokes-bidens-ai-policies-meta-launches-new-edits-app-to-l,20250125T160048,0.199509,Somewhat-Bullish,,0.360215,Bullish,0.5,Bullish,0.5,Bullish,META,0.350982,Bullish,0.18046,,,,,,,,,,,,,,,,,,
"Consumer Tech News  ( Jan 20-Jan 24 ) : Trump Revokes Biden's AI Policies, Meta Launches New 'Edits' App To Lure TikTok Users & More - Apple  ( NASDAQ:AAPL ) , Electronic Arts  ( NASDAQ:EA ) ",https://www.benzinga.com/news/large-cap/25/01/43216486/consumer-tech-news-jan-20-jan-24-trump-revokes-bidens-ai-policies-meta-launches-new-edits-app-to-l,20250125T160048,0.199509,Somewhat-Bullish,,0.360215,Bullish,0.5,Bullish,0.5,Bullish,AAPL,0.180597,Somewhat-Bullish,0.18046,,,,,,,,,,,,,,,,,,
"Consumer Tech News  ( Jan 20-Jan 24 ) : Trump Revokes Biden's AI Policies, Meta Launches New 'Edits' App To Lure TikTok Users & More - Apple  ( NASDAQ:AAPL ) , Electronic Arts  ( NASDAQ:EA ) ",https://www.benzinga.com/news/large-cap/25/01/43216486/consumer-tech-news-jan-20-jan-24-trump-revokes-bidens-ai-policies-meta-launches-new-edits-app-to-l,20250125T160048,0.199509,Somewhat-Bullish,,0.360215,Bullish,0.5,Bullish,0.5,Bullish,TSLA,-0.301873,Somewhat-Bearish,0.18046,,,,,,,,,,,,,,,,,,
"Consumer Tech News  ( Jan 20-Jan 24 ) : Trump Revokes Biden's AI Policies, Meta Launches New 'Edits' App To Lure TikTok Users & More - Apple  ( NASDAQ:AAPL ) , Electronic Arts  ( NASDAQ:EA ) ",https://www.benzinga.com/news/large-cap/25/01/43216486/consumer-tech-news-jan-20-jan-24-trump-revokes-bidens-ai-policies-meta-launches-new-edits-app-to-l,20250125T160048,0.199509,Somewhat-Bullish,,0.360215,Bullish,0.5,Bullish,0.5,Bullish,EA,0.040223,Neutral,0.267804,,,,,,,,,,,,,,,,,,
This Chip Stock Could Be the Best Investment of the Decade,https://www.fool.com/investing/2025/01/25/this-chip-stock-could-be-the-best-investment-of-th/,20250125T123000,0.29661,Somewhat-Bullish,,0.972756,Bullish,0.5,Bullish,0.5,Bullish,AMD,0.0,Neutral,0.07031,0.214378,Somewhat-Bullish,,,,,,,,,,,,,,,,
This Chip Stock Could Be the Best Investment of the Decade,https://www.fool.com/investing/2025/01/25/this-chip-stock-could-be-the-best-investment-of-th/,20250125T123000,0.29661,Somewhat-Bullish,,0.972756,Bullish,0.5,Bullish,0.5,Bullish,NVDA,0.0,Neutral,0.07031,0.214378,Somewhat-Bullish,,,,,,,,,,,,,,,,
